,Date,Content
107,2023-03-01 18:29:42+00:00,"@noahbattles @josealvarezn They’re similar enough that you can use either on a book-by-book basis.

I use both, but tend to use Kindle for non-fiction because of integration with Readwise.

Cool thing about Apple Books: they actually have comics these days! Feels like Comixology before Amazon bought them."
108,2023-03-01 18:29:33+00:00,Apple's 2nd Generation AirPods are under $100 on Amazon right now https://t.co/R3f7LaljYq
109,2023-03-01 18:25:06+00:00,"@milesdeutscher Thanks for ur genuine question. 

Let me ask when did warren buffet invested in #Apple or #google or #Amazon ? 

Ur answer will answer my question and ur question. 🙏🤝"
110,2023-03-01 18:24:58+00:00,"Enjoy my new track 
#distrokid #spotify #playlist #playlists 
#amazon #apple #itunes #music
https://t.co/q3bhxmYFMz"
111,2023-03-01 18:24:58+00:00,"Enjoy my new track 
#distrokid #spotify #playlist #playlists 
#amazon #apple #itunes #music

https://t.co/1pWJZd8SaV"
112,2023-03-01 18:24:45+00:00,"Enjoy my new track 
#distrokid #spotify #playlist #playlists 
#amazon #apple #itunes #music

https://t.co/MMc4sLj2nH"
113,2023-03-01 18:21:40+00:00,"Last 10 Years...
Bitcoin $BTC: +68,567%
Tesla $TSLA: +8,579%
NVIDIA $NVDA: +7,663%
AMD $AMD: +3,058%
Netflix $NFLX: +1,088%
Apple $AAPL: +980%
Microsoft $MSFT: +978%
Amazon $AMZN: +606%
Facebook $META: 551%
Google $GOOGL: +353%
S&amp;P 500 $SPY: +215%
US CPI: +30%
Gold $GLD: +12%"
114,2023-03-01 18:20:27+00:00,"Apple AirPods (2nd Generation) is $161.79 at Amazon, was $166.98 #ad: https://t.co/GHO411jAiK https://t.co/hUtQ3z5BCk"
115,2023-03-01 18:20:11+00:00,"@SciGuySpace My bet is on Lockheed. Boeing can use the money and needs to focus on stabilizing &amp; regrowing its core business. For Apple &amp; Amazon, impact on financials &amp; stockholders isn’t a structural fit. In legacy aero, Lockheed has the chops &amp; $ to compete &amp; innovate here."
116,2023-03-01 18:19:16+00:00,"2021 Apple iPad Pro (12,9 inch, wifi, 2 TB), zilver (5 generatie) https://t.co/6yjMuick3g #Amazon via @Amazon"
117,2023-03-01 18:17:43+00:00,"Check out the Malliard Podcast and get all your favorite Podcast links like #Apple, #Tunein, #iHeart, #Spotify and #Amazon all in one place! https://t.co/NsT2f0tijf #Malliard https://t.co/nWHcl6NLJN"
118,2023-03-01 18:11:02+00:00,"Subscribe to the @nick_digilio Podcast now! New Episodes Tuesdays &amp; Fridays

Apple https://t.co/HuzhLz5Efg

Android https://t.co/JQRqubdwbq

Amazon https://t.co/On3S1vgrOZ

Spotify https://t.co/RB8EzMI3C7

Listen on another platform? Just search for 'Radio Misfits'"
119,2023-03-01 18:10:42+00:00,Murder By Plane by T.E. Avery https://t.co/BnqbH5wtFT #amazon #Kindle #mystery #suspense #thriller #Ebook #ereaders #Apple #nook
120,2023-03-01 18:10:11+00:00,He lost everything – revenge would be his. #Scottish #books #romance #RomanceReaders #ebooks #amreading #readingromance #readerscommunity  #Scotland AMAZON – https://t.co/0ihv3tE3cN NOOK – https://t.co/yKuemsNN39 APPLE – https://t.co/Ynnjo8ywGf KOBO - https://t.co/MULQ8Ts54Q https://t.co/vFCUwYf580
121,2023-03-01 18:08:18+00:00,@skinnypunch Everything cant be made for in house platforms some has to go to outside platforms which is why ABC signature has sold shows to Apple and Amazon too
122,2023-03-01 18:08:13+00:00,"Enjoy my new track 
#distrokid #spotify #playlist #playlists 
#amazon #apple #itunes #music

https://t.co/FWmF6m9Cv4"
123,2023-03-01 18:08:07+00:00,"Designed to impress! The 2023 #Kia #Sportage offers Standard Apple CarPlay/AndroidAuto, available Dual Panoramic Displays, and Amazon Alexa voice command.

See our entire new #KiaSportage inventory: https://t.co/Wknfvdaj2H https://t.co/EsXO2uJ8Hg"
124,2023-03-01 18:07:47+00:00,"crockpolls: Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Black (Latest Model) https://t.co/qyfIzvY1Gh via @amazon 35% Off!! 
#ad"
125,2023-03-01 18:07:20+00:00,"🎧 Listen to the episode on your favorite platform.

Spotify: https://t.co/vya13nKWAf
Apple: https://t.co/ZNCp2WnLId
Amazon: https://t.co/IRaGI1Pn5s"
126,2023-03-01 18:05:45+00:00,"6hrs or 🍎🎵 done... now atleast 5hrs of 📦🎵 😅 
If any has good OT7 Playlist for apple music and Amazon music please share some 🙃 https://t.co/vXfoR7IJMx"
127,2023-03-01 18:03:35+00:00,"As an FYI.  Held or hold now:
Last 10 Years...
Bitcoin $BTC: +68,567%
Tesla $TSLA: +8,579%
NVIDIA $NVDA: +7,663%
Apple $AAPL: +980%
Microsoft $MSFT: +978%
Amazon $AMZN: +606%
Facebook $META: 551%
Google $GOOGL: +353%"
128,2023-03-01 18:03:00+00:00,"Apple AirPods Pro
2nd Generation Wireless Earbuds
List Price $249.00
Now $229.95
Amazon https://t.co/2JheEySbGE #ad https://t.co/rrlPWa1k9v"
129,2023-03-01 18:02:28+00:00,"""The Apothecary Diaries"" Vol. 7 eBook - Out Now!

J-Novel Club: https://t.co/e77fWjukF8
BOOKWALKER: https://t.co/n36qpLh4dQ
Nook: https://t.co/rwxWIDFErC
Amazon: https://t.co/2wmQZC5wHJ
Google: https://t.co/HDUBFz4CsO
Apple: https://t.co/3BixZ8N1JB
Kobo: https://t.co/3Ud8nFgtDE https://t.co/w6MuUhCosH"
130,2023-03-01 18:01:01+00:00,"@TCC86409558 @benonwine Red all the time 

Why would you take blue pill, why not red pill. If you take red pill you go back to 10 yrs old with info you have now. 
Depending on age 
Info
Amazon
Apple
Mobile phones
Apps 
Internet 
Electric cars 
Just that list would earn you more the 50 mill 🤷"
131,2023-03-01 18:01:00+00:00,"Beats Solo3 Wireless On-Ear Headphones - Apple W1 Headphone Chip, Class 1 Bluetooth, 40 Hours of Listening Time, Built-in Microphone - Black (Latest Model) https://t.co/FCGhc14eMb via @amazon 35% Off!! 
#ad"
132,2023-03-01 18:00:26+00:00,"Episode 7 with Leilani Dowding

Podcast currently available on:
📱YouTube
🎧 Spotify
🎙  Amazon Music
🍏 Apple Podcasts
💻 Google Podcasts

🔍 That Nurse who Asks Questions

#hopinhope #thatnursewhoasksquestions #ukpodcast #podcast #moralrebel https://t.co/t3m4DzGkdO"
133,2023-03-01 18:00:02+00:00,"#Epilepsy care in #Ukraine: Dr. Olha Tychkivska

Listen or read the transcript at https://t.co/P373ZAuX9P. All #ILAE #SharpWavesPodcast episodes are also available on Spotify, Apple Podcasts, Google Podcasts, Amazon Music, iHeart Radio, and Stitcher.
@AlinaIvaniuk @yesILAE https://t.co/YgCMsIu3bz"
134,2023-03-01 17:56:18+00:00,"The @BoxingNewsED pod on its way! 

@alexsteedman &amp; @MattCBoxingNews bring you everything you need to know from the world of boxing. 

Listen on Spotify, Apple and Amazon music every week! https://t.co/MAyXRH75J0"
135,2023-03-01 17:55:11+00:00,He lost everything – revenge would be his. #Scottish #books #romance #RomanceReaders #ebooks #amreading #readingromance #readerscommunity  #Scotland AMAZON – https://t.co/0ihv3tE3cN NOOK – https://t.co/yKuemsNN39 APPLE – https://t.co/Ynnjo8ywGf KOBO - https://t.co/MULQ8Ts54Q https://t.co/LseFp68EMk
136,2023-03-01 17:51:35+00:00,"La Raza Centro Legal is a proud sponsor of this great film!  You can view it now through Amazon, Apple TV, Google Plus, Vudu, &amp; Kanopy. #LRCL #seekingasylum https://t.co/FpLW5bqp2A"
137,2023-03-01 17:49:49+00:00,"DROWNING by NYT bestselling author @T_J_Newman 
Available May 30
Pre-order now

Amazon: https://t.co/ynwNyVytcV
B&amp;N: https://t.co/IbqPGwuJYx
Indie: https://t.co/B9xOtNJP2O
Apple: https://t.co/cyGMv8NNru https://t.co/dPdGVh2P8R"
138,2023-03-01 17:49:03+00:00,"slimviews: 

Project Management without the Leadership Seminar

 https://t.co/ldiXaGJ0TX 

@CNBC @amazon @Apple $AMZN $APPL 
$GOOGL $FB @BW @WSJ @jpmorgan @nytimes 
@StateDept @ecb @TorontoStar @TIME @UN"
139,2023-03-01 17:48:54+00:00,"A Hateful Homicide Season 4 Episode 10 The Murder of Chyna Doll Gibson: “Home for Mardi Gras” is available on Audible, iHeart  Radio, Amazon Music, Apple and Spotify podcasts. 

Please continue to show your support of our Transgender, Gender Nonbinary, Intersex, and Two Spirits https://t.co/lpz6VpeZuc"
140,2023-03-01 17:47:47+00:00,@AmazonHelp Was not a phone it was a apple trackpad was normal Amazon
141,2023-03-01 17:46:19+00:00,"@w_s_bitcoin Tesla, Google, Apple, Amazon, Microsoft"
142,2023-03-01 17:45:00+00:00,"Apple AirTag
Amazon $29 https://t.co/WDdnh1JvQZ 
UK https://t.co/aQqBQBULGj 
Apple Leather Key Ring 
https://t.co/7dVVoR4Dcj #ad https://t.co/6y9ihhCFHy"
143,2023-03-01 17:36:17+00:00,"@tjparker @dp_oneill @elliotcohen Real consumerism in generic meds is @costplusdrugs

Amazon pharmacy isn't real consumerism. Real consumerism doesn't involve a system of artificial U&amp;Cs to maintain high TPP reimb

Grocery store doesn't charge my ""food insurer"" a difrnt price for apples. There is no food insurer"
144,2023-03-01 17:30:01+00:00,"Apple's flagship #iPhone14 is being offered with a hefty discount on Amazon. Grab it for just Rs. 53799 this way.

https://t.co/rWMNoCBe6b"
145,2023-03-01 17:29:39+00:00,"Last 10 Years...
Bitcoin $BTC: +68,567%
Tesla $TSLA: +8,579%
NVIDIA $NVDA: +7,663%
AMD $AMD: +3,058%
Netflix $NFLX: +1,088%
Apple $AAPL: +980%
Microsoft $MSFT: +978%
Amazon $AMZN: +606%
Facebook $META: 551%
Google $GOOGL: +353%
S&amp;P 500 $SPY: +215%
US CPI: +30%
Gold $GLD: +12%"
146,2023-03-01 17:29:08+00:00,"JPEF collaborated with Amazon Prime to bring Vitka’s remarkable story of bravery and resilience to a worldwide audience on its podcast Chutzpah: Hunters Presents True Stories Of Resistance. Listen in her own words on Amazon Music, Apple, or Spotify.
https://t.co/rRU41u4hMh"
147,2023-03-01 17:25:29+00:00,"Like It👍 from Dog Training &amp; Behavior Aids in Amazon

SalesRank No.4😉

Grannick's Care Dogs Bitter Apple No Ch…

It's harmless to dogs and doesn't leave a stain
 but the powerful ta…

https://t.co/4ZqJtzDCYf"
148,2023-03-01 17:25:00+00:00,"Need a little hope? 

Subscribe to #TheThingWithFeathersPod! We’re everywhere - Apple, Google, Amazon Music, iHeartRadio, or follow this link to Spotify.

Fernando Ortega is on this week, and he brings the 🔥!

https://t.co/fIiqmwsWqc"
149,2023-03-01 17:23:10+00:00,"@hornerlawsons @THEAndrewWells @46n2Ahead @matthewdmarsden @ninaturner 3). The vast majority of patents are filed by a handful of companies. Amazon, Google, Microsoft and Apple basically built their businesses on patenting their workers ideas and their workers get nothing. 

4) A significant amount of patents are in fact inventions of government…"
150,2023-03-01 17:22:29+00:00,"3/ LISTEN NOW -&gt; https://t.co/QB5RJzBLu3
Spotify -&gt; https://t.co/e4nwmsY2KD
Apple -&gt; https://t.co/tfm1oLRHxa 
Amazon -&gt; https://t.co/SkdToTlCf7
Google -&gt; https://t.co/SY3bgHVqiE
#MentalHealth #Podcast #NowPlaying #NattyKing"
151,2023-03-01 17:21:16+00:00,"Doubling American manufacturing output in 20 to 30 years by AD 2043 to 2053 via robotization (part 4)

My transhumanism books are available at https://t.co/WSEkTxPQ0a, Amazon, Apple Books, Spotify, and other audiobook outlets. https://t.co/9fNj6nMY13"
152,2023-03-01 17:20:45+00:00,"ESPN is losing interest. 

Apple would take at least a few more months to put a deal together (for all content). 

Amazon still only wants a singular best game of the week.

No one else is interested.

Gulp."
153,2023-03-01 17:20:03+00:00,"LISTEN: ""The Infinite Loop"" by @siftingmusic is out now! Stream or download the single on Spotify​ - Apple Music​ - Pandora​ - Deezer​ - Amazon Music​ - Tidal - YouTube Music - Soundcloud​ and other DSPs worldwide! https://t.co/MKGDn0sBjn"
154,2023-03-01 17:19:21+00:00,"https://t.co/yEEcXfP0lb

This podcast is also available on Apple Podcasts, https://t.co/9kUwf12HM5, Amazon Music, Samsung Podcasts, Podcast Index, and Listen Notes! 

Thanks again to @pranshuland for all his hard work in making this possible. Thanks for listening!"
155,2023-03-01 17:15:29+00:00,"Last 10 Years...
Bitcoin $BTC: +68,567%
Tesla $TSLA: +8,579%
NVIDIA $NVDA: +7,663%
AMD $AMD: +3,058%
Netflix $NFLX: +1,088%
Apple $AAPL: +980%
Microsoft $MSFT: +978%
Amazon $AMZN: +606%
Facebook $META: 551%
Google $GOOGL: +353%
S&amp;P 500 $SPY: +215%
US CPI: +30%
Gold $GLD: +12%"
156,2023-03-01 17:14:56+00:00,"50% off Silicone Apple Watch Band
Code: 50T9ZHGA
Reg. price: $9.99
Final Price: $4.99
End: 2023-3-5
https://t.co/wMQpMJ4Rr1
👉👉Price subject to change
#Ad #MAR012023 #amazon https://t.co/sWLNeO514C"
157,2023-03-01 17:12:31+00:00,"crockpolls: Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone https://t.co/t1eBE2sFTy via @amazon 38% Off!!
#ad"
158,2023-03-01 17:12:00+00:00,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone https://t.co/LWIq5CXIt8 via @amazon 38% Off!!
#ad"
159,2023-03-01 17:11:39+00:00,"The Apex bike was broken when it arrived. 

Ended up ordering a generic bike that supports @GoZwift on Amazon. Such a cool setup! Thanks @JamesQuigley for the idea. 

Connects to my Apple Watch too for heart rate. So awesome!

So fun being able to cycle with real people online. https://t.co/hd0mwsoMzY"
160,2023-03-01 17:11:19+00:00,"Engadget:""Apple's M2 Mac mini falls to a new low of $549"" 
Last week, Apple's new M2 Mac mini saw its first discount on Amazon, but now it's dropped even further, with a full $50 off the list price at B&amp;H Photo. The discount applies to the the 256GB mini… https://t.co/U7qh8aqioE"
161,2023-03-01 17:09:18+00:00,@NICKIMINAJ @onamp her big ass can’t afford Apple Music anymore she had to go to Amazon  https://t.co/gMP7shlcgo
162,2023-03-01 17:07:42+00:00,@Nouman_one @LucieSHIB @BlackRock @Vanguard_Group @StateStreetGA @Fidelity @CapitalGroup @Apple @Microsoft @Google @amazon @Tesla I'm living proof that it's not.
163,2023-03-01 17:06:32+00:00,"#apple #tech #mac - Deals: M2 Mac mini Amazon lows start at $549, iPhone 14 MagSafe leather cases $39, more - https://t.co/8nZ9yAZ7nF -&gt; @Davidjcc_Zgz https://t.co/AhGK9eZThL"
164,2023-03-01 17:05:25+00:00,"~Of Monsters and Men’s Nanna on Godzilla Movies, Aaron Dessner, and Freezing Her Buns on a Glacier~ 
https://t.co/VeKlmDFO1p
Listen via Apple Podcasts | Spotify | Google Podcasts | Amazon Podcasts | Stitcher | Pocket Casts | Radio Public | RSS Of Monsters and Men co-founder ... https://t.co/ZBAK3rRYoR"
165,2023-03-01 17:02:38+00:00,"@hmbrwrpdx @DSH_Newton You don't want my honest opinion if you think Apple and Amazon will pay what the Pac12 needs to be competitive, especially if it's only looking to license 1-2 games a week to that service. At this rate it could end up on Tubi and I wouldn't blink an eye."
166,2023-03-01 17:01:55+00:00,Find it at VOCOlinc official website https://t.co/dnhineN8Bk and Amazon official VOCOlinc site #apple #apple2023 #applehomekit #vocolinc #ls3 #ls3lightstrip #smartlightstrip #appletech #appletechnology #applereel #homekit #homekit2023 #technology #applegeek
167,2023-03-01 17:00:46+00:00,"It's no longer a question of whether @intel CEO will call @netanyahu, but more when. And same goes for @amazon @Microsoft @IBM @Apple @Google @facebook.. 
#judiciaryreform #fightfordemocracy #democracy https://t.co/QKV1fgiokT"
168,2023-03-01 17:00:43+00:00,@nickrcody @DSH_Newton What minor service do you think the P12 is going to be relegated to?  If it's Amazon or Apple many sports bars will already have access to those platforms.  MLS is now on Apple and local bar had it on this weekend. Saw the NFL on Amazon at multiple bars this year.
169,2023-03-01 17:00:38+00:00,"10% of your entire portfolio will be in 4 tech stocks (Apple, Microsoft, Amazon, Google) 📊 

These seem to be the opposite of the type of company that will perform the best in the coming years. 

Are you comfortable with that…? 🤔"
170,2023-03-01 17:00:07+00:00,"Episode 297 is up!

https://t.co/rgIcXRuyUK

2DM episodes are also available on Facebook, Apple Podcasts, Google Podcasts, Amazon Music, Stitcher and Spotify. https://t.co/5NVVckl3cK"
171,2023-03-01 16:57:53+00:00,"Yes. #Hollywood, #Moon, here we come! 

My #LadyRocket show will be pitched to ⁦@JeffBezos⁩ #Amazon, #Apple… #Paramount … 
and will bring #LunarLuxury Fashion,  ⁦@spaceibles⁩ Art, #satellite rhinos,with look into where Space program started - #Copernicus in Poland! https://t.co/O5ie8qNhux"
172,2023-03-01 16:57:46+00:00,Is the PAC12 truly teetering or will Kliavkoff &amp; Co pull off a ESPN/Amazon ESPN/Apple linear/streaming deal that can hold the conference together?
173,2023-03-01 16:55:11+00:00,He lost everything – revenge would be his. #Scottish #books #romance #RomanceReaders #ebooks #amreading #readingromance #readerscommunity  #Scotland AMAZON – https://t.co/0ihv3tE3cN NOOK – https://t.co/yKuemsNN39 APPLE – https://t.co/Ynnjo8ywGf KOBO - https://t.co/MULQ8Ts54Q https://t.co/Bk6PK8YVMg
174,2023-03-01 16:50:18+00:00,"Let's 👏 pack 👏 the 👏 Stroh 👏 for @BGSUwbb tonight at 5 p.m! There will be free pizza for the first 500 students and a chance to win..

📺 Smart TV
💵 2, $100 Amazon Gift Cards
🎧 Apple AirPods Pro
🥤2 Stanley Cups
🥗 Lunch with @Pres_Rogers for a student and 2 friends https://t.co/aBN24RgrdT"
175,2023-03-01 16:50:13+00:00,"~New Shows in March 2023: TV Premieres for Hulu, Amazon, and Apple TV~ 
https://t.co/cOAA97gKZZ

The next few weeks bring series starring Olivia Colman, Kerry Washington, Riley Keough, Toni Collette, Dominique Fishback, Kiefer Sutherland, and Orville Peck. 

... https://t.co/VbKl3B5Jj4"
176,2023-03-01 16:49:31+00:00,"AmazonBasics Dual-Port USB Car Charger Adapter for Apple and Android Devices, 4.8 Amp, 24W, Black 
$8.54
https://t.co/NQG2wsErq3 #Amazon via @Amazon"
177,2023-03-01 16:49:13+00:00,"Watch Bleav on GlewedTV through your Roku, Amazon Fire, or Apple TV device!"
178,2023-03-01 16:48:56+00:00,"The NASDAQ 100, an index that tracks tech and growth-oriented stocks like Apple $AAPL, Amazon $AMZN, and Tesla $TSLA, is showing signs of pullback and volatility. https://t.co/X39Nj8v4sv"
179,2023-03-01 16:46:05+00:00,"On this episode of #TheSixFive, hosts @danielnewmanUV &amp; @PatrickMoorhead discuss:

1. @Amazon #Earnings
2. @Qualcomm Earnings
3. @Google Earnings
4. @AMD Earnings
5. @Apple Earnings
6. @Samsung Galaxy Unpacked

https://t.co/OnrnvEovF6 
#earnings @FuturumResearch @TheFuturumGroup https://t.co/WbIAQLoi7Y"
180,2023-03-01 16:45:23+00:00,"Enjoy my new track 
#distrokid #spotify #playlist #playlists 
#amazon #apple #itunes #music

https://t.co/DWy0wqe2ZE"
181,2023-03-01 16:42:57+00:00,"This week we are back with an episode of randomness or as we call it BS. Tangeants are our bread and butter and we roll with them where ever they take us, so join our journey with our guest, David.

Apple Music:
https://t.co/IaGI4yvDkc

Amazon Music:
https://t.co/c24vRZ9mW6"
182,2023-03-01 16:41:47+00:00,"Acompanhe/assine o MacMagazine no Ar via:

- Apple: https://t.co/nKeQSDULRJ
- Spotify: https://t.co/ZsOtehnbgR
- Amazon: https://t.co/DcvKEzrNSY
- Deezer: https://t.co/I8tPBpYHv5
- Google: https://t.co/VPqV66Xvej
- SoundCloud: https://t.co/2roYdHnhLI"
183,2023-03-01 16:35:24+00:00,"Episode #139:@ASCSRacing Champ @BlakeHahnRacing discusses his plans of a mixed schedule with ASCS @ASCoC @WorldofOutlaws @HighLimitRacing and more...

You can listen on Apple, Spotify, Stitcher, Google Podcast, Amazon Music, TuneIn, iHeart, and our site at https://t.co/bD6AlOqvNR https://t.co/eZqeZCZqUE"
184,2023-03-01 16:30:03+00:00,"@Rapscallion_Art Frankly when you start harassing people for buying the game you lose all fucking sympathy from me. Especially if you use Amazon, Twitter, Apple Products, Microsoft products too probably or really anything that comes from a big corp because SPOILER they all suck"
185,2023-03-01 16:29:59+00:00,"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone https://t.co/pEuqHtgid3 via @amazon"
186,2023-03-01 16:29:40+00:00,"Glad to share it:

BofA expects Apple and Amazon to bid for NBA rights, total contract value seen at $50-75B"
187,2023-03-01 16:28:55+00:00,"We are excited to reveal the sizzling cover for MEANT FOR ME by Claudia Burgoa coming May 16! Pre-Order at your favorite retailer!
 
#PreOrderHere
Amazon ➺https://t.co/c7Rgaud8Ro
Apple Books ➺https://t.co/63JAoTjXks
Nook ➺https://t.co/1m8z8C3OLr
Kobo ➺https://t.co/7wYys37JlH https://t.co/bJhdJjKirC"
188,2023-03-01 16:28:01+00:00,"My #HVAC #books on Apple Books  https://t.co/20arLSAee1
also found on Amazon and google books
Please share https://t.co/8IAmHm9Y1a"
189,2023-03-01 16:25:09+00:00,"Deals: Amazon Has Every Model of the 2022 iPad Air at All-Time Low Prices: Today we're tracking discounts across every model of the 2022 iPad Air, offering numerous all-time low prices on these tablets in multiple colors. In total,… https://t.co/lLLUXCdkiV #Apple #Mac #Rumors https://t.co/S8N1v5PQ6C"
190,2023-03-01 16:20:54+00:00,"-Netflix
-Amazon Prime Video
-Apple TV+
-Microsoft 365
-Spotify Family
-Game Pass Ult..
-PSN+ Deluxe
-iCloud2TB
-HBOMAx
-Peacock Prem.
-HiDive
-Crunchyroll
-Adobe Creative Cloud"
191,2023-03-01 16:19:51+00:00,"@meantomyself Where's your TV? Cable is too expensive so we cut the cord...
Disney+
Netflix
You Tube (alternating with Hulu)
Apple TV
Amazon Prime
HBO
.... not sure we're saving any money any more."
192,2023-03-01 16:19:40+00:00,@DrPopCultureBG @allstarsuperpod You can still buy a streamed video on apple or amazon too for instance.
193,2023-03-01 16:19:31+00:00,@QuaiNetwork @ConsenSys @Tesla @amazon @Apple Amazing project
194,2023-03-01 16:19:17+00:00,@ShibaInuWarri0r @LucieSHIB @BlackRock @Vanguard_Group @StateStreetGA @Fidelity @CapitalGroup @Apple @Microsoft @Google @amazon @Tesla Shib is biggest scammer in the history of crypto
195,2023-03-01 16:18:32+00:00,"RT @cryptoseacom: #Bitcoin was the fastest $1 trillion asset! 🚀

Microsoft: 44 years
Apple: 42 years
Amazon: 24 years
Google:  21 years
Bitcoin: 12 years"
196,2023-03-01 16:17:37+00:00,"@LucieSHIB I would love to see @BlackRock, @Vanguard_Group, @StateStreetGA, @Fidelity, or even @CapitalGroup, but if that's too far-fetch I'll be just as happy to see @Apple, @Microsoft, @Google, @amazon, and also @Tesla on board. #SHIBARIUM"
197,2023-03-01 16:14:40+00:00,"@Andymayoson @kirkminshow You can find every episode on Apple Podcast, Spotify, or YouTube. Prime members can listen ad-free on Amazon Music."
198,2023-03-01 16:11:04+00:00,"MY HOUSE exclusive clip - pre-order now (US only):

Apple TV: https://t.co/dsXetXzmv7
Amazon: https://t.co/kW1SSlN2ey

Carla lives locked in her house with her tyrannical father. When their isolation is interrupted, dark secrets emerge that redefine their existence. #MyHouseFilm https://t.co/ldVfsSzfLn"
199,2023-03-01 16:10:30+00:00,"@TheLibertyDoll No travel required. I can go to Amazon, Apple, or an online car buying service. I can spend all the money!"
200,2023-03-01 16:10:07+00:00,"@Ema64938090 @smerconish Censored by the US government through BigTech. Unedited Videos were pulled from YouTube, Parler was shut down by a collusion of google, Amazon, and Apple. People were banned from Facebook"
